código,nombre
78D752,HUAWEI TECHNOLOGIES CO.
104780,HUAWEI TECHNOLOGIES CO.
548998,HUAWEI TECHNOLOGIES CO.
70A8E3,HUAWEI TECHNOLOGIES CO.
F8E811,HUAWEI TECHNOLOGIES CO.
F8A45F,Xiaomi Communications Co Ltd
640980,Xiaomi Communications Co Ltd
94049C,HUAWEI TECHNOLOGIES CO.
688F84,HUAWEI TECHNOLOGIES CO.
30D17E,HUAWEI TECHNOLOGIES CO.
080007,Apple
E03676,HUAWEI TECHNOLOGIES CO.
EC388F,HUAWEI TECHNOLOGIES CO.
D03E5C,HUAWEI TECHNOLOGIES CO.
54BE53,zte corporation
38D40B,Samsung Electronics Co.
E83A12,Samsung Electronics Co.
24DA9B,Motorola Mobility LLC
A4DCBE,HUAWEI TECHNOLOGIES CO.
D494E8,HUAWEI TECHNOLOGIES CO.
80656D,Samsung Electronics Co.
FCF136,Samsung Electronics Co.
18895B,Samsung Electronics Co.
F8BF09,HUAWEI TECHNOLOGIES CO.
F0182B,LG Chem
584822,Sony Mobile Communications Inc
78BDBC,Samsung Electronics Co.
7CF90E,Samsung Electronics Co.
50F0D3,Samsung Electronics Co.
84119E,Samsung Electronics Co.
5CB43E,HUAWEI TECHNOLOGIES CO.
E4907E,Motorola Mobility LLC
94A7B7,zte corporation
1844E6,zte corporation
249EAB,HUAWEI TECHNOLOGIES CO.
244B03,Samsung Electronics Co.
6CA75F,zte corporation
8C7967,zte corporation
244B81,Samsung Electronics Co.
D855A3,zte corporation
38D82F,zte corporation
60AF6D,Samsung Electronics Co.
B85A73,Samsung Electronics Co.
60D9A0,Lenovo Mobile Communication Technology Ltd.
981DFA,Samsung Electronics Co.
848EDF,Sony Mobile Communications Inc
207693,Lenovo (Beijing) Limited.
C44202,Samsung Electronics Co.
5C2E59,Samsung Electronics Co.
103047,Samsung Electronics Co.
F884F2,Samsung Electronics Co.
E0CBEE,Samsung Electronics Co.
CC07E4,Lenovo Mobile Communication Technology Ltd.
D4224E,Alcatel Lucent
6C5F1C,Lenovo Mobile Communication Technology Ltd.
2C957F,zte corporation
A0E453,Sony Mobile Communications Inc
4CCC34,Motorola Solutions Inc.
F8DFA8,zte corporation
34E0CF,zte corporation
94AE61,Alcatel Lucent
4CA74B,Alcatel Lucent
FC0012,Toshiba Samsung Storage Technolgoy Korea Corporation 
54055F,Alcatel Lucent
544249,Sony Corporation
0023C2,SAMSUNG Electronics. Co. LTD
000FBB,Nokia Siemens Networks GmbH & Co. KG.
000EC7,Motorola Korea
000DE5,Samsung Thales
0050CE,LG INTERNATIONAL CORP.
00A081,ALCATEL DATA NETWORKS
002075,MOTOROLA COMMUNICATION ISRAEL
E458E7,Samsung Electronics Co.
C819F7,Samsung Electronics Co.
601466,zte corporation
8058F8,Motorola Mobility LLC
F8A34F,zte corporation
5425EA,HUAWEI TECHNOLOGIES CO.
C894BB,HUAWEI TECHNOLOGIES CO.
10B1F8,HUAWEI TECHNOLOGIES CO.
ACC1EE,Xiaomi Communications Co Ltd
5419C8,vivo Mobile Communication Co.
805A04,LG Electronics (Mobile Communications)
F8461C,Sony Interactive Entertainment Inc.
38BC01,HUAWEI TECHNOLOGIES CO.
341E6B,HUAWEI TECHNOLOGIES CO.
886639,HUAWEI TECHNOLOGIES CO.
2C598A,LG Electronics (Mobile Communications)
884477,HUAWEI TECHNOLOGIES CO.
149D09,HUAWEI TECHNOLOGIES CO.
E47DBD,Samsung Electronics Co.
9CFBD5,vivo Mobile Communication Co.
E07C13,zte corporation
F41F88,zte corporation
18E29F,vivo Mobile Communication Co.
707990,HUAWEI TECHNOLOGIES CO.
842519,Samsung Electronics
24920E,Samsung Electronics Co.
FC4203,Samsung Electronics Co.
A01081,Samsung Electronics Co.
4CF95D,HUAWEI TECHNOLOGIES CO.
8421F1,HUAWEI TECHNOLOGIES CO.
088620,TECNO MOBILE LIMITED
981333,zte corporation
04180F,Samsung Electronics Co.
2013E0,Samsung Electronics Co.
002566,Samsung Electronics Co.
C09F05,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
DC7144,SAMSUNG ELECTRO MECHANICS CO.
980C82,SAMSUNG ELECTRO MECHANICS CO.
A00BBA,SAMSUNG ELECTRO MECHANICS CO.
606BBD,Samsung Electronics Co.
00214C,Samsung Electronics Co.
0018AF,Samsung Electronics Co.
001EE1,Samsung Electronics Co.
00166B,Samsung Electronics Co.
0000F0,Samsung Electronics Co.
8CC8CD,Samsung Electronics Co.
A8F274,Samsung Electronics Co.
D487D8,Samsung Electronics Co.
184617,Samsung Electronics Co.
380A94,Samsung Electronics Co.
D0DFC7,Samsung Electronics Co.
D0C1B1,Samsung Electronics Co.
8018A7,Samsung Electronics Co.
F47B5E,Samsung Electronics Co.
70F927,Samsung Electronics Co.
886AB1,vivo Mobile Communication Co.
005A13,HUAWEI TECHNOLOGIES CO.
C45006,Samsung Electronics Co.
88329B,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1449E0,SAMSUNG ELECTRO-MECHANICS(THAILAND)
D02544,SAMSUNG ELECTRO-MECHANICS(THAILAND)
BC4486,Samsung Electronics Co.
20D390,Samsung Electronics Co.
9401C2,Samsung Electronics Co.
50FC9F,Samsung Electronics Co.
380B40,Samsung Electronics Co.
F0728C,Samsung Electronics Co.
34AA8B,Samsung Electronics Co.
24DBED,Samsung Electronics Co.
68C44D,Motorola Mobility LLC
440444,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
2C9D1E,HUAWEI TECHNOLOGIES CO.
84B541,Samsung Electronics Co.
006F64,Samsung Electronics Co.
DC6672,Samsung Electronics Co.
E0DDC0,vivo Mobile Communication Co.
F8E61A,Samsung Electronics Co.
A091C8,zte corporation
CC2D8C,LG ELECTRONICS INC
98D6F7,LG Electronics (Mobile Communications)
700514,LG Electronics (Mobile Communications)
E892A4,LG Electronics (Mobile Communications)
10683F,LG Electronics (Mobile Communications)
40B0FA,LG Electronics (Mobile Communications)
0025E5,LG Electronics (Mobile Communications)
0021FB,LG Electronics (Mobile Communications)
34FCEF,LG Electronics (Mobile Communications)
BCF5AC,LG Electronics (Mobile Communications)
0C4885,LG Electronics (Mobile Communications)
0022A9,LG Electronics (Mobile Communications)
68A0F6,HUAWEI TECHNOLOGIES CO.
9C2A83,Samsung Electronics Co.
C80210,LG Innotek
A039F7,LG Electronics (Mobile Communications)
446EE5,HUAWEI TECHNOLOGIES CO.
AC9B0A,Sony Corporation
104FA8,Sony Corporation
B0E235,Xiaomi Communications Co Ltd
14C913,LG Electronics
E09861,Motorola Mobility LLC
A06090,Samsung Electronics Co.
BC765E,Samsung Electronics Co.
00809F,ALE International
D85B2A,Samsung Electronics Co.
34B354,HUAWEI TECHNOLOGIES CO.
C46AB7,Xiaomi Communications Co Ltd
50680A,HUAWEI TECHNOLOGIES CO.
40163B,Samsung Electronics Co.
FC3F7C,HUAWEI TECHNOLOGIES CO.
384C4F,HUAWEI TECHNOLOGIES CO.
C83870,Samsung Electronics Co.
900325,HUAWEI TECHNOLOGIES CO.
98E7F5,HUAWEI TECHNOLOGIES CO.
0015C1,Sony Interactive Entertainment Inc.
647791,Samsung Electronics Co.
9CE6E7,Samsung Electronics Co.
9C0298,Samsung Electronics Co.
28987B,Samsung Electronics Co.
54FA3E,Samsung Electronics Co.
0C8910,Samsung Electronics Co.
78ABBB,Samsung Electronics Co.
D8C4E9,Samsung Electronics Co.
BCD11F,Samsung Electronics Co.
F4428F,Samsung Electronics Co.
446D6C,Samsung Electronics Co.
00F46F,Samsung Electronics Co.
0C715D,Samsung Electronics Co.
7C1CF1,HUAWEI TECHNOLOGIES CO.
78F557,HUAWEI TECHNOLOGIES CO.
E02861,HUAWEI TECHNOLOGIES CO.
D0D04B,HUAWEI TECHNOLOGIES CO.
480031,HUAWEI TECHNOLOGIES CO.
D476EA,zte corporation
001DBA,Sony Corporation
0024BE,Sony Corporation
000FDE,Sony Mobile Communications Inc
0CFE45,Sony Interactive Entertainment Inc.
E063E5,Sony Mobile Communications Inc
F8D0AC,Sony Interactive Entertainment Inc.
2421AB,Sony Mobile Communications Inc
B8F934,Sony Mobile Communications Inc
8C6422,Sony Mobile Communications Inc
001B59,Sony Mobile Communications Inc
002298,Sony Mobile Communications Inc
60BEB5,Motorola Mobility LLC
F8F1B6,Motorola Mobility LLC
F4F1E1,Motorola Mobility LLC
9CD917,Motorola Mobility LLC
9068C3,Motorola Mobility LLC
28FAA0,vivo Mobile Communication Co.
ECDF3A,vivo Mobile Communication Co.
F42981,vivo Mobile Communication Co.
2CAB00,HUAWEI TECHNOLOGIES CO.
A8CA7B,HUAWEI TECHNOLOGIES CO.
D40B1A,HTC Corporation
A08D16,HUAWEI TECHNOLOGIES CO.
EC4D47,HUAWEI TECHNOLOGIES CO.
FC64BA,Xiaomi Communications Co Ltd
542758,Motorola (Wuhan) Mobility Technologies Communication Co.
08181A,zte corporation
001E73,zte corporation
0015EB,zte corporation
F4559C,HUAWEI TECHNOLOGIES CO.
80B686,HUAWEI TECHNOLOGIES CO.
10C61F,HUAWEI TECHNOLOGIES CO.
CC96A0,HUAWEI TECHNOLOGIES CO.
F80113,HUAWEI TECHNOLOGIES CO.
A49947,HUAWEI TECHNOLOGIES CO.
C8D15E,HUAWEI TECHNOLOGIES CO.
C07009,HUAWEI TECHNOLOGIES CO.
8038BC,HUAWEI TECHNOLOGIES CO.
C4072F,HUAWEI TECHNOLOGIES CO.
F48E92,HUAWEI TECHNOLOGIES CO.
00664B,HUAWEI TECHNOLOGIES CO.
9CC172,HUAWEI TECHNOLOGIES CO.
247F3C,HUAWEI TECHNOLOGIES CO.
581F28,HUAWEI TECHNOLOGIES CO.
ECCB30,HUAWEI TECHNOLOGIES CO.
F4DCF9,HUAWEI TECHNOLOGIES CO.
308730,HUAWEI TECHNOLOGIES CO.
241FA0,HUAWEI TECHNOLOGIES CO.
18C58A,HUAWEI TECHNOLOGIES CO.
68DFDD,Xiaomi Communications Co Ltd
7054F5,HUAWEI TECHNOLOGIES CO.
DCD2FC,HUAWEI TECHNOLOGIES CO.
9017AC,HUAWEI TECHNOLOGIES CO.
34CDBE,HUAWEI TECHNOLOGIES CO.
D8490B,HUAWEI TECHNOLOGIES CO.
9C28EF,HUAWEI TECHNOLOGIES CO.
98FAE3,Xiaomi Communications Co Ltd
F0B429,Xiaomi Communications Co Ltd
000502,Apple
2CAE2B,Samsung Electronics Co.
F40E22,Samsung Electronics Co.
F898B9,HUAWEI TECHNOLOGIES CO.
C01173,Samsung Electronics Co.
BCE63F,Samsung Electronics Co.
7C9122,Samsung Electronics Co.
E8F2E2,LG Innotek
2827BF,Samsung Electronics Co.
F4B8A7,zte corporation
300C23,zte corporation
44F436,zte corporation
40B837,Sony Mobile Communications Inc
800184,HTC Corporation
FCE33C,HUAWEI TECHNOLOGIES CO.
8CBFA6,Samsung Electronics Co.
C8A823,Samsung Electronics Co.
B0C559,Samsung Electronics Co.
A48CDB,Lenovo
BC1485,Samsung Electronics Co.
78312B,zte corporation
344DEA,zte corporation
4C16F1,zte corporation
EC1D7F,zte corporation
AC3870,Lenovo Mobile Communication Technology Ltd.
083D88,Samsung Electronics Co.
608F5C,Samsung Electronics Co.
109266,Samsung Electronics Co.
0C1262,zte corporation
986CF5,zte corporation
4CCBF5,zte corporation
1C7B21,Sony Mobile Communications Inc
4C21D0,Sony Mobile Communications Inc
78E8B6,zte corporation
F084C9,zte corporation
745F00,Samsung Semiconductor Inc.
E0C3F3,zte corporation
847A88,HTC Corporation
80CF41,Lenovo Mobile Communication Technology Ltd.
F46DE2,zte corporation
A0F450,HTC Corporation
A826D9,HTC Corporation
0019A1,LG INFORMATION & COMM.
001256,LG INFORMATION & COMM.
00113F,Alcatel DI
000BE1,Nokia NET Product Operations
000A28,Motorola
00089A,Alcatel Microelectronics
0080D6,NUVOTECH
08003E,CODEX CORPORATION
001EB2,LG Innotek
0024E9,Samsung Electronics Co.
E0191D,HUAWEI TECHNOLOGIES CO.
EC237B,zte corporation
48A74E,zte corporation
A8B86E,LG Electronics (Mobile Communications)
84A9C4,HUAWEI TECHNOLOGIES CO.
A0086F,HUAWEI TECHNOLOGIES CO.
34CE00,XIAOMI Electronics
D06F82,HUAWEI TECHNOLOGIES CO.
A0F479,HUAWEI TECHNOLOGIES CO.
844765,HUAWEI TECHNOLOGIES CO.
C4FF1F,HUAWEI TECHNOLOGIES CO.
B83765,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
C40BCB,Xiaomi Communications Co Ltd
00219E,Sony Mobile Communications Inc
C0D3C0,Samsung Electronics Co.
948BC1,Samsung Electronics Co.
14568E,Samsung Electronics Co.
283F69,Sony Mobile Communications Inc
64B473,Xiaomi Communications Co Ltd
7451BA,Xiaomi Communications Co Ltd
7802F8,Xiaomi Communications Co Ltd
F87588,HUAWEI TECHNOLOGIES CO.
F44C7F,HUAWEI TECHNOLOGIES CO.
EC01EE,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
A0A33B,HUAWEI TECHNOLOGIES CO.
94652D,OnePlus Technology (Shenzhen) Co.
682737,Samsung Electronics Co.
045D4B,Sony Corporation
D0FF98,HUAWEI TECHNOLOGIES CO.
B0E5ED,HUAWEI TECHNOLOGIES CO.
C486E9,HUAWEI TECHNOLOGIES CO.
C0BFC0,HUAWEI TECHNOLOGIES CO.
A08CF8,HUAWEI TECHNOLOGIES CO.
D0608C,zte corporation
14A51A,HUAWEI TECHNOLOGIES CO.
047503,HUAWEI TECHNOLOGIES CO.
2C0E3D,SAMSUNG ELECTRO-MECHANICS(THAILAND)
9C7DA3,HUAWEI TECHNOLOGIES CO.
A4C64F,HUAWEI TECHNOLOGIES CO.
2CBABA,Samsung Electronics Co.
40D3AE,Samsung Electronics Co.
3816D1,Samsung Electronics Co.
D0176A,Samsung Electronics Co.
D48890,Samsung Electronics Co.
5492BE,Samsung Electronics Co.
205D47,vivo Mobile Communication Co.
702E22,zte corporation
000278,SAMSUNG ELECTRO MECHANICS CO.
002399,Samsung Electronics Co.
0017C9,Samsung Electronics Co.
C4731E,Samsung Electronics Co.
5C0A5B,SAMSUNG ELECTRO MECHANICS CO.
7CF854,Samsung Electronics Co.
001B98,Samsung Electronics Co.
001A8A,Samsung Electronics Co.
3C5A37,Samsung Electronics Co.
F49F54,Samsung Electronics Co.
34C3AC,Samsung Electronics Co.
44F459,Samsung Electronics Co.
00265D,Samsung Electronics Co.
CCF9E8,Samsung Electronics Co.
D857EF,Samsung Electronics Co.
18E2C2,Samsung Electronics Co.
9852B1,Samsung Electronics Co.
E440E2,Samsung Electronics Co.
103B59,Samsung Electronics Co.
D890E8,Samsung Electronics Co.
C462EA,Samsung Electronics Co.
14F42A,Samsung Electronics Co.
0808C2,Samsung Electronics Co.
CCFE3C,Samsung Electronics Co.
28BAB5,Samsung Electronics Co.
182666,Samsung Electronics Co.
30D6C9,Samsung Electronics Co.
CC07AB,Samsung Electronics Co.
BCB1F3,Samsung Electronics Co.
1C62B8,Samsung Electronics Co.
B43A28,Samsung Electronics Co.
78A873,Samsung Electronics Co.
001C43,Samsung Electronics Co.
0023D6,Samsung Electronics Co.
E4121D,Samsung Electronics Co.
EC1F72,SAMSUNG ELECTRO-MECHANICS(THAILAND)
8C0D76,HUAWEI TECHNOLOGIES CO.
84BE52,HUAWEI TECHNOLOGIES CO.
849FB5,HUAWEI TECHNOLOGIES CO.
A4CAA0,HUAWEI TECHNOLOGIES CO.
E8508B,SAMSUNG ELECTRO-MECHANICS(THAILAND)
F8042E,SAMSUNG ELECTRO-MECHANICS(THAILAND)
C88D83,HUAWEI TECHNOLOGIES CO.
C81FBE,HUAWEI TECHNOLOGIES CO.
48D539,HUAWEI TECHNOLOGIES CO.
D84FB8,LG ELECTRONICS
4888CA,Motorola (Wuhan) Mobility Technologies Communication Co.
00AA70,LG Electronics (Mobile Communications)
540955,zte corporation
001E75,LG Electronics (Mobile Communications)
001C62,LG Electronics (Mobile Communications)
505527,LG Electronics (Mobile Communications)
88C9D0,LG Electronics (Mobile Communications)
8C3AE3,LG Electronics (Mobile Communications)
0821EF,Samsung Electronics Co.
34145F,Samsung Electronics Co.
60E3AC,LG Electronics (Mobile Communications)
D4A148,HUAWEI TECHNOLOGIES CO.
D065CA,HUAWEI TECHNOLOGIES CO.
8CEBC6,HUAWEI TECHNOLOGIES CO.
B08900,HUAWEI TECHNOLOGIES CO.
D8D43C,Sony Corporation
DC1AC5,vivo Mobile Communication Co.
845181,Samsung Electronics Co.
CCCC81,HUAWEI TECHNOLOGIES CO.
70288B,Samsung Electronics Co.
348A7B,Samsung Electronics Co.
78009E,Samsung Electronics Co.
ACC33A,Samsung Electronics Co.
54F201,Samsung Electronics Co.
C4A366,zte corporation
6073BC,zte corporation
101212,Vivo International Corporation Pty Ltd
78FFCA,TECNO MOBILE LIMITED
08C021,HUAWEI TECHNOLOGIES CO.
600810,HUAWEI TECHNOLOGIES CO.
48435A,HUAWEI TECHNOLOGIES CO.
C4F081,HUAWEI TECHNOLOGIES CO.
801382,HUAWEI TECHNOLOGIES CO.
94FE22,HUAWEI TECHNOLOGIES CO.
1C3ADE,Samsung Electronics Co.
608334,HUAWEI TECHNOLOGIES CO.
E47E66,HUAWEI TECHNOLOGIES CO.
94DBDA,HUAWEI TECHNOLOGIES CO.
B805AB,zte corporation
789682,zte corporation
9C52F8,HUAWEI TECHNOLOGIES CO.
AC5F3E,SAMSUNG ELECTRO-MECHANICS(THAILAND)
509EA7,Samsung Electronics Co.
A88195,Samsung Electronics Co.
88ADD2,Samsung Electronics Co.
0019C5,Sony Interactive Entertainment Inc.
001315,Sony Interactive Entertainment Inc.
FC1A11,vivo Mobile Communication Co.
50F520,Samsung Electronics Co.
64B310,Samsung Electronics Co.
A4EBD3,Samsung Electronics Co.
343759,zte corporation
BC620E,HUAWEI TECHNOLOGIES CO.
74A528,HUAWEI TECHNOLOGIES CO.
5CF6DC,Samsung Electronics Co.
B8C68E,Samsung Electronics Co.
04FE31,Samsung Electronics Co.
4CBCA5,Samsung Electronics Co.
D831CF,Samsung Electronics Co.
188331,Samsung Electronics Co.
9C65B0,Samsung Electronics Co.
8455A5,Samsung Electronics Co.
A87C01,Samsung Electronics Co.
B0D09C,Samsung Electronics Co.
50C8E5,Samsung Electronics Co.
8400D2,Sony Mobile Communications Inc
303926,Sony Mobile Communications Inc
00EB2D,Sony Mobile Communications Inc
B4527D,Sony Mobile Communications Inc
00D9D1,Sony Interactive Entertainment Inc.
00014A,Sony Corporation
001EDC,Sony Mobile Communications Inc
001D28,Sony Mobile Communications Inc
001813,Sony Mobile Communications Inc
402BA1,Sony Mobile Communications Inc
E09796,HUAWEI TECHNOLOGIES CO.
141AA3,Motorola Mobility LLC
1430C6,Motorola Mobility LLC
88074B,LG Electronics (Mobile Communications)
10F681,vivo Mobile Communication Co.
ACCF85,HUAWEI TECHNOLOGIES CO.
00E0FC,HUAWEI TECHNOLOGIES CO.
6416F0,HUAWEI TECHNOLOGIES CO.
807ABF,HTC Corporation
78F882,LG Electronics (Mobile Communications)
00092D,HTC Corporation
7C6193,HTC Corporation
A81B5A,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
2C5BB8,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
88E3AB,HUAWEI TECHNOLOGIES CO.
C40528,HUAWEI TECHNOLOGIES CO.
3CDFBD,HUAWEI TECHNOLOGIES CO.
509F27,HUAWEI TECHNOLOGIES CO.
80717A,HUAWEI TECHNOLOGIES CO.
98F537,zte corporation
5C4CA9,HUAWEI TECHNOLOGIES CO.
F4C714,HUAWEI TECHNOLOGIES CO.
286ED4,HUAWEI TECHNOLOGIES CO.
001E10,HUAWEI TECHNOLOGIES CO.
5439DF,HUAWEI TECHNOLOGIES CO.
283CE4,HUAWEI TECHNOLOGIES CO.
587F66,HUAWEI TECHNOLOGIES CO.
64A651,HUAWEI TECHNOLOGIES CO.
086361,HUAWEI TECHNOLOGIES CO.
8C34FD,HUAWEI TECHNOLOGIES CO.
ACF7F3,Xiaomi Communications Co Ltd
D4970B,Xiaomi Communications Co Ltd
8CBEBE,Xiaomi Communications Co Ltd
14F65A,Xiaomi Communications Co Ltd
009EC8,Xiaomi Communications Co Ltd
0819A6,HUAWEI TECHNOLOGIES CO.
3CF808,HUAWEI TECHNOLOGIES CO.
486276,HUAWEI TECHNOLOGIES CO.
B41513,HUAWEI TECHNOLOGIES CO.
AC4E91,HUAWEI TECHNOLOGIES CO.
283152,HUAWEI TECHNOLOGIES CO.
3480B3,Xiaomi Communications Co Ltd
F48B32,Xiaomi Communications Co Ltd
74882A,HUAWEI TECHNOLOGIES CO.
4CB16C,HUAWEI TECHNOLOGIES CO.
04BD70,HUAWEI TECHNOLOGIES CO.
84100D,Motorola Mobility LLC
4040A7,Sony Mobile Communications Inc
AC6462,zte corporation
48137E,Samsung Electronics Co.
E8BDD1,HUAWEI TECHNOLOGIES CO.
382DE8,Samsung Electronics Co.
C08997,Samsung Electronics Co.
90D8F3,zte corporation
380195,Samsung Electronics Co.
04C23E,HTC Corporation
5C5188,Motorola Mobility LLC
5CB395,HUAWEI TECHNOLOGIES CO.
3CDA2A,zte corporation
842E27,Samsung Electronics Co.
1432D1,Samsung Electronics Co.
1816C9,Samsung Electronics Co.
E0DB10,Samsung Electronics Co.
30F335,HUAWEI TECHNOLOGIES CO.
9000DB,Samsung Electronics Co.
B4EF39,Samsung Electronics Co.
74A063,HUAWEI TECHNOLOGIES CO.
BC6E64,Sony Mobile Communications Inc
C808E9,LG Electronics
183A2D,Samsung Electronics Co.
D87495,zte corporation
1436C6,Lenovo Mobile Communication Technology Ltd.
88708C,Lenovo Mobile Communication Technology Ltd.
C0EEFB,OnePlus Tech (Shenzhen) Ltd
44746C,Sony Mobile Communications Inc
70720D,Lenovo Mobile Communication Technology Ltd.
206E9C,Samsung Electronics Co.
6C2F2C,Samsung Electronics Co.
18227E,Samsung Electronics Co.
30C7AE,Samsung Electronics Co.
44D4E0,Sony Mobile Communications Inc
34DE34,zte corporation
B0989F,LG CNS
30F31D,zte corporation
A0EC80,zte corporation
CC1AFA,zte corporation
6C8B2F,zte corporation
CC3A61,SAMSUNG ELECTRO MECHANICS CO.
EC89F5,Lenovo Mobile Communication Technology Ltd.
B49842,zte corporation
DC028E,zte corporation
885C47,Alcatel Lucent
944444,LG Innotek
1CB094,HTC Corporation
30F9ED,Sony Corporation
482CEA,Motorola Inc Business Light Radios
D87157,Lenovo Mobile Communication Technology Ltd.
E85B5B,LG ELECTRONICS INC
000E86,Alcatel North America
000DAE,SAMSUNG HEAVY INDUSTRIES CO.
00A0BF,WIRELESS DATA GROUP MOTOROLA
